No.,Ref,Material 1,Formula,MagpieData mean Number,MagpieData range Number,MagpieData mean Electronegativity,MagpieData range Electronegativity,MagpieData mean MeltingT,MagpieData range MeltingT,MagpieData mean AtomicRadius,MagpieData range AtomicRadius,MagpieData mean AtomicVolume,MagpieData range AtomicVolume,MagpieData mean CovalentRadius,MagpieData range CovalentRadius,MagpieData mean ThermalConductivity,MagpieData range ThermalConductivity,MagpieData mean Density,MagpieData range Density,MagpieData mean FusionEnthalpy,MagpieData range FusionEnthalpy,MagpieData mean Row,MagpieData range Row,MagpieData mean Column,MagpieData range Column,size (nm),Shape,Synthesis Method,zeta potential,bacteria,gram stain,motility,Oxygen Requirement,Shape.1,Arrangement,duration,temperature,MIC (g/mL),MIC_class
78,,Au/Pt,AuPt,78.5,1,2.41,0.26,1689.36,704.07,1.35,0,16.15,1.59,136,0,196,248,20195,1790,17.36,9.62,6,0,10.5,1,15,spherical,chemical synthesis,0,E. faecalis,1,0,Facultative anaerobe,Coccus,Pairs,24,37,31.25,moderate
79,,Au/Pt,AuPt,78.5,1,2.41,0.26,1689.36,704.07,1.35,0,16.15,1.59,136,0,196,248,20195,1790,17.36,9.62,6,0,10.5,1,15,spherical,chemical synthesis,0,S. typhi,0,1,Facultative anaerobe,Rod,Singles,24,37,62.5,moderate
80,,Au/Pt,AuPt,78.5,1,2.41,0.26,1689.36,704.07,1.35,0,16.15,1.59,136,0,196,248,20195,1790,17.36,9.62,6,0,10.5,1,15,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,31.25,moderate
81,,Au/Pt/Cu,AuPtCu,62,50,2.24,0.64,1578.83,704.07,1.35,0,14.71,5.12,134.67,4,264,328,16436.67,12170,16.11,9.62,5.33,2,10.67,1,6.5,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,62.5,moderate
82,,Au/Pt/Cu,AuPtCu,62,50,2.24,0.64,1578.83,704.07,1.35,0,14.71,5.12,134.67,4,264,328,16436.67,12170,16.11,9.62,5.33,2,10.67,1,6.5,spherical,chemical synthesis,0,E. faecalis,1,0,Facultative anaerobe,Coccus,Pairs,24,37,31.25,moderate
83,,Au/Pt/Cu,AuPtCu,62,50,2.24,0.64,1578.83,704.07,1.35,0,14.71,5.12,134.67,4,264,328,16436.67,12170,16.11,9.62,5.33,2,10.67,1,6.5,spherical,chemical synthesis,0,S. typhi,0,1,Facultative anaerobe,Rod,Singles,24,37,31.25,moderate
84,,Au/Pt/Cu,AuPtCu,62,50,2.24,0.64,1578.83,704.07,1.35,0,14.71,5.12,134.67,4,264,328,16436.67,12170,16.11,9.62,5.33,2,10.67,1,6.5,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,15.63,moderate
85,10.1038/s41598-020-73497-z,Cu2O,Cu2O,22,21,2.41,1.54,923.45,1302.97,1.1,0.75,6205.29,18580.37,110,66,266.68,399.97,5947.14,8918.57,9.14,13.38,3.33,2,12.67,5,22.6,irregular,chemical synthesis,0,P. aeruginosa,0,1,Obligate aerobe,Rod,Singles,24,37,125,weak
86,,Cu2O,Cu2O,22,21,2.41,1.54,923.45,1302.97,1.1,0.75,6205.29,18580.37,110,66,266.68,399.97,5947.14,8918.57,9.14,13.38,3.33,2,12.67,5,22.6,irregular,chemical synthesis,0,B. subtilis,1,1,Facultative anaerobe,Rod,Chains,24,37,125,weak
87,10.1007/s42770-022-00868-1,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,6.2,spherical,Green synthesis ,0,S. enteritidis ,0,1,Facultative anaerobe,Rod,Singles,24,37,19.5,moderate
88,,TiO2,TiO2,12.67,14,2.81,1.9,683.53,1886.2,0.87,0.8,12400.68,18574.56,97.33,94,7.35,21.97,1503.29,4505.57,4.86,13.93,2.67,2,12,12,92.6,irregular,Green synthesis ,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,40,moderate
89,,TiO2,TiO2,12.67,14,2.81,1.9,683.53,1886.2,0.87,0.8,12400.68,18574.56,97.33,94,7.35,21.97,1503.29,4505.57,4.86,13.93,2.67,2,12,12,92.6,irregular,Green synthesis ,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,20,moderate
90,,TiO2,TiO2,12.67,14,2.81,1.9,683.53,1886.2,0.87,0.8,12400.68,18574.56,97.33,94,7.35,21.97,1503.29,4505.57,4.86,13.93,2.67,2,12,12,92.6,irregular,Green synthesis ,0,S. marcescens,0,1,Facultative anaerobe,Rod,Chains,24,37,4,strong
91,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,10.7,spherical,Green synthesis ,0,S. marcescens,0,1,Facultative anaerobe,Rod,Chains,24,37,4,strong
92,,Cu,Cu,29,0,1.9,0,1357.77,0,1.35,0,11.83,0,132,0,400,0,8920,0,13.6,0,4,0,11,0,35.4,irregular,Green synthesis ,0,S. marcescens,0,1,Facultative anaerobe,Rod,Chains,24,37,10,strong
93,,TiO2,TiO2,12.67,14,2.81,1.9,683.53,1886.2,0.87,0.8,12400.68,18574.56,97.33,94,7.35,21.97,1503.29,4505.57,4.86,13.93,2.67,2,12,12,92.6,irregular,Green synthesis ,0,S. epidermidis,1,0,Facultative anaerobe,Coccus,clusters,24,37,4,strong
94,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,10.7,spherical,Green synthesis ,0,S. epidermidis,1,0,Facultative anaerobe,Coccus,clusters,24,37,4,strong
95,,Cu,Cu,29,0,1.9,0,1357.77,0,1.35,0,11.83,0,132,0,400,0,8920,0,13.6,0,4,0,11,0,35.4,irregular,Green synthesis ,0,S. epidermidis,1,0,Facultative anaerobe,Coccus,clusters,24,37,4,strong
96,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,10.7,spherical,Green synthesis ,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,40,moderate
97,,Cu,Cu,29,0,1.9,0,1357.77,0,1.35,0,11.83,0,132,0,400,0,8920,0,13.6,0,4,0,11,0,35.4,irregular,Green synthesis ,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,140,weak
98,10.14202/vetworld.2023.1301-1311,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,66.6,spherical,Green synthesis ,0,A. xylosoxidans,0,1,Obligate aerobe,Rod,Singles,24,37,64,moderate
99,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,66.6,spherical,Green synthesis ,0,C. freundii,0,1,Facultative anaerobe,Rod,Singles,24,37,32,moderate
100,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,66.6,spherical,Green synthesis ,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,128,weak
101,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,66.6,spherical,Green synthesis ,0,K. oxytoca,0,0,Facultative anaerobe,Rod,Pairs,24,37,32,moderate
102,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,66.6,spherical,Green synthesis ,0,M. catarrhalis,0,0,Obligate aerobe,Coccus,Pairs,24,37,16,moderate
103,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,66.6,spherical,Green synthesis ,0,M. morganii,0,1,Facultative anaerobe,Rod,Singles,24,37,64,moderate
104,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,66.6,spherical,Green synthesis ,0,P. aeruginosa,0,1,Obligate aerobe,Rod,Singles,24,37,16,moderate
105,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,59.5,spherical,Green synthesis ,0,A. xylosoxidans,0,1,Obligate aerobe,Rod,Singles,24,37,16,moderate
106,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,59.5,spherical,Green synthesis ,0,C. freundii,0,1,Facultative anaerobe,Rod,Singles,24,37,8,strong
107,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,59.5,spherical,Green synthesis ,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,32,moderate
108,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,59.5,spherical,Green synthesis ,0,K. oxytoca,0,0,Facultative anaerobe,Rod,Pairs,24,37,16,moderate
109,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,59.5,spherical,Green synthesis ,0,M. catarrhalis,0,0,Obligate aerobe,Coccus,Pairs,24,37,16,moderate
110,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,59.5,spherical,Green synthesis ,0,M. morganii,0,1,Facultative anaerobe,Rod,Singles,24,37,8,strong
111,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,59.5,spherical,Green synthesis ,0,P. aeruginosa,0,1,Obligate aerobe,Rod,Singles,24,37,64,moderate
112,https://doi.org/10.3390/antibiotics12020201,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,14.2,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,21.25,moderate
113,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,14.2,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,21.25,moderate
114,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,14.2,spherical,chemical synthesis,0,C. albicans,1,0,Facultative anaerobe,Oval ,Singles,24,37,21.25,moderate
115,https://doi.org/10.1016/j.heliyon.2023.e15265,CuO,CuO,18.5,21,2.67,1.54,706.28,1302.97,0.98,0.75,9302.01,18580.37,99,66,200.01,399.97,4460.71,8918.57,6.91,13.38,3,2,13.5,5,42,irregular,Green synthesis ,0,B. cereus,1,1,Facultative anaerobe,Rod,Chains,24,37,0.62,strong
116,,CuO,CuO,18.5,21,2.67,1.54,706.28,1302.97,0.98,0.75,9302.01,18580.37,99,66,200.01,399.97,4460.71,8918.57,6.91,13.38,3,2,13.5,5,42,irregular,Green synthesis ,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,0.16,strong
117,,CuO,CuO,18.5,21,2.67,1.54,706.28,1302.97,0.98,0.75,9302.01,18580.37,99,66,200.01,399.97,4460.71,8918.57,6.91,13.38,3,2,13.5,5,42,irregular,Green synthesis ,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,2.5,strong
118,,CuO,CuO,18.5,21,2.67,1.54,706.28,1302.97,0.98,0.75,9302.01,18580.37,99,66,200.01,399.97,4460.71,8918.57,6.91,13.38,3,2,13.5,5,42,irregular,Green synthesis ,0,S. typhimurium,0,1,Facultative anaerobe,Rod,Singles,24,37,1.25,strong
119,10.1007/s12010-022-04120-2,CuO,CuO,18.5,21,2.67,1.54,706.28,1302.97,0.98,0.75,9302.01,18580.37,99,66,200.01,399.97,4460.71,8918.57,6.91,13.38,3,2,13.5,5,9.5,spherical,Green synthesis ,0,K. oxytoca,0,0,Facultative anaerobe,Rod,Pairs,24,37,6.25,strong
120,,CuO,CuO,18.5,21,2.67,1.54,706.28,1302.97,0.98,0.75,9302.01,18580.37,99,66,200.01,399.97,4460.71,8918.57,6.91,13.38,3,2,13.5,5,9.5,spherical,Green synthesis ,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,3.12,strong
121,,CuO,CuO,18.5,21,2.67,1.54,706.28,1302.97,0.98,0.75,9302.01,18580.37,99,66,200.01,399.97,4460.71,8918.57,6.91,13.38,3,2,13.5,5,9.5,spherical,Green synthesis ,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,12.5,moderate
122,,CuO,CuO,18.5,21,2.67,1.54,706.28,1302.97,0.98,0.75,9302.01,18580.37,99,66,200.01,399.97,4460.71,8918.57,6.91,13.38,3,2,13.5,5,9.5,spherical,Green synthesis ,0,B. cereus,1,1,Facultative anaerobe,Rod,Chains,24,37,25,moderate
123,10.1007/s00203-023-03497-w,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,57.8,spherical,Green synthesis ,0,A. baumannii,0,0,Obligate aerobe,Coccobacillus,Singles,24,37,3.125,strong
124,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,57.8,spherical,Green synthesis ,0,P. aeruginosa,0,1,Obligate aerobe,Rod,Singles,24,37,3.125,strong
125,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,57.8,spherical,Green synthesis ,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,12.5,moderate
126,https://link.springer.com/article/10.1007/s00449-023-02905-1#Sec21,Au,Au,79,0,2.54,0,1337.33,0,1.35,0,16.95,0,136,0,320,0,19300,0,12.55,0,6,0,11,0,80,spherical,biosynthesis,0,MRSA,1,0,Facultative anaerobe,Coccus,clusters,22,37,500,weak
127,,Au,Au,79,0,2.54,0,1337.33,0,1.35,0,16.95,0,136,0,320,0,19300,0,12.55,0,6,0,11,0,80,spherical,biosynthesis,0,S. pyogenes,1,0,Facultative anaerobe,Coccus,Chains,22,37,500,weak
128,,Au,Au,79,0,2.54,0,1337.33,0,1.35,0,16.95,0,136,0,320,0,19300,0,12.55,0,6,0,11,0,80,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,22,37,500,weak
129,,Au,Au,79,0,2.54,0,1337.33,0,1.35,0,16.95,0,136,0,320,0,19300,0,12.55,0,6,0,11,0,80,spherical,biosynthesis,0,C. tropicalis,1,0,Facultative anaerobe,Oval ,Singles,22,37,250,weak
130,10.1016/j.jtumed.2022.10.006,Te(tellurium),Te,52,0,2.1,0,722.66,0,1.4,0,33.96,0,138,0,3,0,6240,0,17.38,0,5,0,16,0,21.4,rod,biosynthesis,0,MRSA,1,0,Facultative anaerobe,Coccus,clusters,24,37,50.13,moderate
131,10.1038/s41598-024-82332-8,Au,Au,79,0,2.54,0,1337.33,0,1.35,0,16.95,0,136,0,320,0,19300,0,12.55,0,6,0,11,0,48,stars,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,0.625,strong
132,,Au,Au,79,0,2.54,0,1337.33,0,1.35,0,16.95,0,136,0,320,0,19300,0,12.55,0,6,0,11,0,48,stars,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,1.25,strong
133,10.1021/acsinfecdis.4c00860,MoS2,MoS2,24.67,26,2.44,0.42,1224.24,2507.64,1.15,0.45,23.28,11.67,121.33,49,46.47,138.79,4733.33,8320,13.64,35.76,3.67,2,12.67,10,7,quantum dots,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,0.03,strong
134,,MoS2,MoS2,24.67,26,2.44,0.42,1224.24,2507.64,1.15,0.45,23.28,11.67,121.33,49,46.47,138.79,4733.33,8320,13.64,35.76,3.67,2,12.67,10,7,quantum dots,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,0.03,strong
135,,MoS2,MoS2,24.67,26,2.44,0.42,1224.24,2507.64,1.15,0.45,23.28,11.67,121.33,49,46.47,138.79,4733.33,8320,13.64,35.76,3.67,2,12.67,10,125,nanosheets,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,1,strong
136,,MoS2,MoS2,24.67,26,2.44,0.42,1224.24,2507.64,1.15,0.45,23.28,11.67,121.33,49,46.47,138.79,4733.33,8320,13.64,35.76,3.67,2,12.67,10,125,nanosheets,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,0.8,strong
137,DOI: 10.1002/smll.202104160,Ag2O2,Ag2O2,27.5,39,2.68,1.51,644.86,1180.13,1.1,1,9304.64,18575.12,105.5,79,215.01,429.97,5245.71,10488.57,5.76,11.08,3.5,3,13.5,5,57,spherical,chemical synthesis,0,MRSA,1,0,Facultative anaerobe,Coccus,clusters,24,37,34.2,moderate
138,,Ag2O2,Ag2O2,27.5,39,2.68,1.51,644.86,1180.13,1.1,1,9304.64,18575.12,105.5,79,215.01,429.97,5245.71,10488.57,5.76,11.08,3.5,3,13.5,5,57,spherical,chemical synthesis,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,26,moderate
139,,Ag2O2,Ag2O2,27.5,39,2.68,1.51,644.86,1180.13,1.1,1,9304.64,18575.12,105.5,79,215.01,429.97,5245.71,10488.57,5.76,11.08,3.5,3,13.5,5,57,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,14,moderate
140,,Ag2O2,Ag2O2,27.5,39,2.68,1.51,644.86,1180.13,1.1,1,9304.64,18575.12,105.5,79,215.01,429.97,5245.71,10488.57,5.76,11.08,3.5,3,13.5,5,57,spherical,chemical synthesis,0,P. aeruginosa,0,1,Obligate aerobe,Rod,Singles,24,37,33.1,moderate
141,https://doi.org/10.1038/s41598-022-24514-w,CuO NPs,CuO,18.5,21,2.67,1.54,706.28,1302.97,0.98,0.75,9302.01,18580.37,99,66,200.01,399.97,4460.71,8918.57,6.91,13.38,3,2,13.5,5,41,spherical,chemical synthesis,0,A.baumannii,0,0,Obligate aerobe,Coccus,Singles,24,37,30,moderate
142,https://doi.org/10.1038/s41598-022-18379-2,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,47.5,spherical,Green synthesis ,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,16,moderate
143,https://doi.org/10.1038/s41598-022-17929-y,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,75,spherical,Green synthesis ,1,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,13.5,moderate
144,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,75,spherical,Green synthesis ,1,B. subtilis,1,1,Facultative anaerobe,Rod,Chains,24,37,27,moderate
145,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,75,spherical,Green synthesis ,1,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,6.75,strong
146,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,75,spherical,Green synthesis ,1,B. subtilis,1,1,Facultative anaerobe,Rod,Chains,24,37,27,moderate
147,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,75,spherical,Green synthesis ,1,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,6.75,strong
148,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,75,spherical,Green synthesis ,1,B. subtilis,1,1,Facultative anaerobe,Rod,Chains,24,37,27,moderate
149,10.1021/acsomega.2c06789,Au,Au,79,0,2.54,0,1337.33,0,1.35,0,16.95,0,136,0,320,0,19300,0,12.55,0,6,0,11,0,100.54,spherical,Green synthesis ,0,S. mutans,1,0,Facultative anaerobe,Coccus,Pairs,24,37,256,weak
150,,Au,Au,79,0,2.54,0,1337.33,0,1.35,0,16.95,0,136,0,320,0,19300,0,12.55,0,6,0,11,0,100.54,spherical,Green synthesis ,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,1024,weak
151,,Au,Au,79,0,2.54,0,1337.33,0,1.35,0,16.95,0,136,0,320,0,19300,0,12.55,0,6,0,11,0,100.54,spherical,Green synthesis ,0,P. aeruginosa,0,1,Obligate aerobe,Rod,Singles,24,37,1024,weak
152,,Au,Au,79,0,2.54,0,1337.33,0,1.35,0,16.95,0,136,0,320,0,19300,0,12.55,0,6,0,11,0,100.54,spherical,Green synthesis ,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,256,weak
153,,Au,Au,79,0,2.54,0,1337.33,0,1.35,0,16.95,0,136,0,320,0,19300,0,12.55,0,6,0,11,0,100.54,spherical,Green synthesis ,0,L. monocytogenes,1,0,Facultative anaerobe,Rod,Singles,24,37,2048,weak
154,,Au,Au,79,0,2.54,0,1337.33,0,1.35,0,16.95,0,136,0,320,0,19300,0,12.55,0,6,0,11,0,100.54,spherical,Green synthesis ,0,K. pneumoniae,0,0,Facultative anaerobe,Rod,Singles,24,37,256,weak
155,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,129.51,spherical,Green synthesis ,0,S. mutans,1,0,Facultative anaerobe,Coccus,Pairs,24,37,32,moderate
156,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,129.51,spherical,Green synthesis ,0,S. aureus,1,0,Facultative anaerobe,Coccus,clusters,24,37,128,weak
157,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,129.51,spherical,Green synthesis ,0,P. aeruginosa,0,1,Obligate aerobe,Rod,Singles,24,37,32,moderate
158,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,129.51,spherical,Green synthesis ,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,128,weak
159,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,129.51,spherical,Green synthesis ,0,L. monocytogenes,1,0,Facultative anaerobe,Rod,Singles,24,37,256,weak
160,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,129.51,spherical,Green synthesis ,0,K. pneumoniae,0,0,Facultative anaerobe,Rod,Singles,24,37,128,weak
161,10.1080/21691401.2023.2268167,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,75.25,spherical,Green synthesis ,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,10,strong
162,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,75.25,spherical,Green synthesis ,0,P. aeruginosa,0,1,Obligate aerobe,Rod,Singles,24,37,10,strong
163,,Ag,Ag,47,0,1.93,0,1234.93,0,1.6,0,17.08,0,145,0,430,0,10490,0,11.3,0,5,0,11,0,75.25,spherical,Green synthesis ,0,S. mutans,1,0,Facultative anaerobe,Coccus,Pairs,24,37,10,strong
